recpid,recpname,recpversion,count,mean,mode,lower_bound,upper_bound
STT01.12,STT01,.12,3703,26027.84850121523,8312,5950,54360
STT02.10,STT02,.10,9567,49417.17455837776,11325,9297,103667
STT02.11,STT02,.11,22009,33846.93825253305,19451,7426,73475
STT03.07,STT03,.07,4,0.0,0,0,0
STT03.08,STT03,.08,88054,42127.78910668453,24194,8221,94774
STT03.09,STT03,.09,11466,38255.95325309611,37034,8459,78402
STT03.10,STT03,.10,84801,29759.660369571113,9073,7728,61828
STT03.11,STT03,.11,123023,34625.96633149899,9629,7882,73313
STT04.02,STT04,.02,1,0.0,0,0,0
STT04.03,STT04,.03,636,10100.770440251572,0,0,46885
STT04.04,STT04,.04,2306,17710.791847354725,0,0,59380
STT04.05,STT04,.05,573,20754.01919720768,0,0,60723
STT05.06,STT05,.06,1,0.0,0,0,0
STT05.07,STT05,.07,1642,20013.70706455542,14606,7909,35935
STT05.08,STT05,.08,367,16507.98092643052,17005,8420,25459
STT05.09,STT05,.09,3100,25827.58451612903,15714,8746,49164
STT06.01,STT06,.01,664,31343.8328313253,31324,5603,72435
STU01.04,STU01,.04,868,2209.2960829493086,6,6,8105
STU01.05,STU01,.05,1373,724.4217042971595,869,299,1149
STW01.04,STW01,.04,7069,0.0,0,0,0
STW01.05,STW01,.05,34383,14.03074193642207,0,0,105
SVI00.01,SVI00,.01,726,57.93939393939394,3,2,286
SVI01.01,SVI01,.01,931,0.0,0,0,0
SVI01.02,SVI01,.02,8224,104.44625486381322,0,0,532
SVI01.03,SVI01,.03,15095,70.58714806227228,2,2,363
SVI02.01,SVI02,.01,381,0.0,0,0,0
SVI02.02,SVI02,.02,3990,88.57794486215539,0,0,629
SVI02.03,SVI02,.03,2335,9.986295503211991,3,0,90
SVI03.01,SVI03,.01,870,0.0,0,0,0
SVI03.02,SVI03,.02,8196,89.43423621278673,0,0,469
SVI03.03,SVI03,.03,10759,71.66493168510084,2,2,370
SVI04.01,SVI04,.01,327,0.0,0,0,0
SVI04.02,SVI04,.02,3706,85.59039395574743,0,0,564
SVI04.03,SVI04,.03,983,41.974567650050865,3,0,318
SVI05.01,SVI05,.01,24540,2.7337408312958433,3,0,6
SVI06.01,SVI06,.01,29364,2.752996866911865,0,0,7
SVI07.01,SVI07,.01,26596,4.677094299894721,2,0,21
SVI08.01,SVI08,.01,1688,2.1001184834123223,0,0,6
SVI09.01,SVI09,.01,1561,2.301089045483664,0,0,6
SVI10.01,SVI10,.01,1527,2.111329404060249,0,0,5
SVI62.01,SVI62,.01,5716,3.350069979006298,3,0,6
SVI63.01,SVI63,.01,4834,55.440215142738936,2,2,286
SVI64.01,SVI64,.01,5458,3.517955294979846,3,0,7
SWCI1.01,SWCI1,.01,10308,0.6133100504462553,0,0,3
SWCI2.01,SWCI2,.01,10473,1.0360928100830709,0,0,5
SWCI3.01,SWCI3,.01,8804,0.0,0,0,0
SWCI4.01,SWCI4,.01,10097,0.5815588788749133,0,0,3
SWCI5.01,SWCI5,.01,17628,0.2684933061039256,0,0,2
SWCI6.01,SWCI6,.01,9143,1.0369681723723068,0,0,5
SWCI7.01,SWCI7,.01,9100,0.005054945054945055,0,0,0
SWL01.01,SWL01,.01,3073,4.688577936869509,2,0,43
SWL02.01,SWL02,.01,3075,3.8806504065040652,2,0,24
SWL61.01,SWL61,.01,1645,3.4358662613981763,2,2,7
SWL62.01,SWL62,.01,1645,12.293617021276596,3,2,139
SWT01.03,SWT01,.03,9445,245.30852302805718,2,0,1096
SWT01.04,SWT01,.04,15787,980.2584404890099,609,608,1730
SWT02.01,SWT02,.01,9389,513.6606667376717,2,2,2526
SWT02.02,SWT02,.02,8009,2432.122861780497,630,624,6916
SWT02.03,SWT02,.03,7335,1693.1496932515338,912,639,3773
SWT61.02,SWT61,.02,5381,352.9039212042371,3,2,1298
SWT61.03,SWT61,.03,8603,643.1254213646403,4,3,1335
SWT62.01,SWT62,.01,5404,1714.0122131754256,3,2,7225
SWT62.02,SWT62,.02,4787,1764.1873824942552,869,106,5394
SWT62.03,SWT62,.03,3773,768.2642459581235,16,15,1710
